row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,target_name,description_of_target
TRINITY_DN56223_c0_g3,5.984876996,-1.330941646,2.99762796,-0.443998276,0.65704383,NA,Hsp70 protein,Heat shock protein
TRINITY_DN5339_c1_g1,20.61661847,1.034185262,2.329715977,0.443910448,0.657107331,NA,Hsp70 protein,Heat shock protein
TRINITY_DN52768_c0_g1,15.37320432,1.209687996,2.730912951,0.442961024,0.657793927,NA,Universal stress protein family,Stress
TRINITY_DN1128707_c0_g1,5.77861819,1.350672102,3.061109484,0.44123613,0.659042059,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN122295_c0_g1,6.440573921,1.302354253,2.952126064,0.441158075,0.659098562,NA,Universal stress protein family,Stress
TRINITY_DN4208_c2_g1,22.95487912,1.261199022,2.860187024,0.440949844,0.659249308,NA,Hsp70 protein,Heat shock protein
TRINITY_DN6740_c0_g3,7.945780461,1.276733625,2.901130536,0.440081413,0.659878143,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1393215_c0_g1,2.088593783,-1.808866394,4.137474642,-0.437190932,0.661972886,NA,Mitochondrial degradasome RNA helicase subunit C terminal,RNA helicase
TRINITY_DN155998_c0_g1,2.718725719,-1.697929793,3.885495355,-0.436991847,0.662117261,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN982843_c0_g1,31.8488501,-1.262042118,2.906308069,-0.434242375,0.664112445,NA,Hsp70 protein,Heat shock protein
TRINITY_DN84220_c0_g2,4.548118821,-1.538312655,3.543016224,-0.434181657,0.664156532,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN9955_c0_g1,4.548118821,-1.538312655,3.543016224,-0.434181657,0.664156532,NA,Hsp70 protein,Heat shock protein
TRINITY_DN432119_c0_g1,3.451530052,-1.606222346,3.702696005,-0.433798061,0.66443509,NA,Hsp70 protein,Heat shock protein
TRINITY_DN697503_c0_g1,3.451530052,-1.606222346,3.702696005,-0.433798061,0.66443509,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1178472_c0_g1,1.322614421,2.056436292,4.743312617,0.43354433,0.664619368,NA,Hsp70 protein,Heat shock protein
TRINITY_DN64833_c0_g1,4.833907838,-1.360322276,3.146244531,-0.432363811,0.665477016,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN13710_c0_g1,86.17490585,0.95568749,2.210722288,0.432296492,0.665525936,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN311415_c0_g1,7.245243627,-1.295565189,2.997240511,-0.432252662,0.665557789,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN67562_c0_g1,12.88919234,1.038281152,2.405434397,0.431639771,0.666003248,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN60520_c0_g2,4.288696288,1.251955699,2.903949699,0.431121689,0.666379891,NA,Hsp70 protein,Heat shock protein
TRINITY_DN23644_c0_g1,5.766603044,-1.342387518,3.118851063,-0.430410908,0.666896762,NA,Hsp70 protein,Heat shock protein
TRINITY_DN114722_c0_g1,4.175019035,1.374767684,3.195344482,0.430240837,0.667020459,NA,Cysteine-rich TM module stress tolerance,Stress
TRINITY_DN41549_c0_g3,1.1394398,-2.081485586,4.838421387,-0.430199319,0.667050657,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1357_c0_g2,2.876965889,1.504406244,3.50002558,0.429827214,0.667321335,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1182267_c0_g1,10.47676207,-1.049657022,2.44409468,-0.429466596,0.667583698,NA,Hsp70 protein,Heat shock protein
TRINITY_DN29955_c0_g1,15.29453955,-1.20319383,2.805192373,-0.428916691,0.667983853,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1378161_c0_g1,7.025499347,1.252703123,2.920796355,0.42889095,0.668002587,NA,Hsp70 protein,Heat shock protein
TRINITY_DN51429_c0_g1,4.072449397,1.547277886,3.608103859,0.428834076,0.668043978,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN63018_c0_g1,12.6280572,-1.051285875,2.454686853,-0.428276981,0.668449476,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN111950_c0_g1,8.479627221,1.408577585,3.297914161,0.427111658,0.669298002,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN61766_c0_g1,33.45994746,1.142046179,2.677800444,0.426486664,0.669753263,NA,Hsp70 protein,Heat shock protein
TRINITY_DN17478_c0_g1,8.631901193,-1.252657705,2.94275871,-0.425674623,0.670344956,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN701499_c0_g1,23.85011922,0.99731703,2.343661568,0.425537989,0.670444535,NA,Heat shock protein 9/12,Heat shock protein
TRINITY_DN38952_c0_g1,23.78930922,-0.966868815,2.274997439,-0.42499776,0.670838308,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN205042_c0_g1,2.64908688,1.482632855,3.489572561,0.424875204,0.670927651,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN51846_c0_g1,9.401295191,1.389978173,3.280473143,0.423712712,0.671775343,NA,Hsp70 protein,Heat shock protein
TRINITY_DN20114_c2_g1,5.810770405,1.450842311,3.427914807,0.423243398,0.672117687,NA,Hsp70 protein,Heat shock protein
TRINITY_DN50182_c0_g1,5.810770405,1.450842311,3.427914807,0.423243398,0.672117687,NA,Hsp70 protein,Heat shock protein
TRINITY_DN56081_c0_g1,13.11812035,1.218412598,2.879466057,0.423138378,0.672194303,NA,Hsp70 protein,Heat shock protein
TRINITY_DN2229_c3_g1,18.06020337,1.345065037,3.184158676,0.422423998,0.672715565,NA,Hsp70 protein,Heat shock protein
TRINITY_DN15730_c1_g1,13.64525147,1.181508257,2.801689787,0.421712733,0.673234709,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN183_c0_g1,18.43373362,-0.984103168,2.343547757,-0.419920254,0.674543711,NA,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN1357_c3_g1,34.40911059,-0.970850608,2.314599505,-0.419446477,0.674889863,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN44168_c0_g1,2.027372617,-1.746781485,4.173425019,-0.418548669,0.675546011,NA,Hsp70 protein,Heat shock protein
TRINITY_DN151425_c4_g1,4.075039671,-1.501365459,3.59034512,-0.418167449,0.675824693,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN71317_c0_g1,4.066155499,1.319877774,3.160333572,0.417638754,0.676211258,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN589068_c0_g1,7.24227074,1.250304116,2.998944662,0.416914701,0.6767408,NA,Stress responsive A/B Barrel Domain,Stress
TRINITY_DN5474_c0_g1,33.82650912,1.118897554,2.6874359,0.416343904,0.67715837,0.996840212,Hsp90 protein,Heat shock protein
TRINITY_DN7114_c2_g1,16.40680512,-0.98056468,2.358447495,-0.415767017,0.677580496,NA,Hsp70 protein,Heat shock protein
TRINITY_DN11042_c0_g1,12.68266621,1.147166684,2.763141144,0.415167603,0.678019214,NA,Hsp70 protein,Heat shock protein
TRINITY_DN41409_c0_g1,4.524371754,1.314244711,3.168883012,0.414734374,0.678336366,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN18642_c2_g1,15.67624057,-0.981879837,2.369753053,-0.414338463,0.678626249,NA,Hsp90 protein,Heat shock protein
TRINITY_DN14904_c0_g1,12.98788084,-0.997446944,2.408896786,-0.414067946,0.678824347,NA,Hsp70 protein,Heat shock protein
TRINITY_DN261076_c0_g1,3.864028239,-1.360160507,3.292472481,-0.413112187,0.679524421,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN32937_c0_g2,13.6156573,-0.976291455,2.364323518,-0.412926339,0.679660583,NA,Hsp70 protein,Heat shock protein
TRINITY_DN20121_c0_g2,31.95907266,0.949438974,2.302176484,0.412409292,0.680039454,NA,Hsp70 protein,Heat shock protein
TRINITY_DN938_c2_g3,46.18628792,0.932872122,2.269189944,0.411103586,0.680996581,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN34245_c0_g1,15.4478082,0.995210293,2.422616125,0.41079983,0.681219318,NA,Hsp70 protein,Heat shock protein
TRINITY_DN7427_c3_g1,8.936900322,-1.022585146,2.490678246,-0.410564932,0.681391582,NA,Hsp70 protein,Heat shock protein
TRINITY_DN66743_c1_g1,3.884753854,-1.335018732,3.25615738,-0.409998221,0.681807253,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN78108_c0_g1,8.205926968,-1.204228217,2.938889815,-0.409756164,0.681984826,NA,Hsp70 protein,Heat shock protein
TRINITY_DN84538_c1_g2,11.79977277,1.166926477,2.852649854,0.409067546,0.682490092,NA,Hsp70 protein,Heat shock protein
TRINITY_DN12068_c0_g1,6.186631079,1.220611814,2.987238371,0.408608776,0.682826789,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN167345_c0_g1,13.32389632,1.131462492,2.770019038,0.408467406,0.682930555,NA,Hsp70 protein,Heat shock protein
TRINITY_DN297315_c0_g1,7.588199689,-1.358305659,3.333524542,-0.407468324,0.683664054,NA,Hsp70 protein,Heat shock protein
TRINITY_DN37194_c0_g1,2.780902565,-1.575691413,3.869732921,-0.407183505,0.683873216,NA,Hsp70 protein,Heat shock protein
TRINITY_DN22920_c0_g1,38.04466847,0.900028014,2.212407429,0.406809344,0.684148024,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN1833_c1_g1,21.15933307,1.101852368,2.710093234,0.406573602,0.684321189,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10476_c0_g2,9.046741916,-1.160833826,2.856231959,-0.406421412,0.684432989,NA,Hsp70 protein,Heat shock protein
TRINITY_DN77569_c0_g1,31.12843202,0.921454364,2.268862534,0.406130539,0.684646688,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN111916_c0_g1,9.288174253,1.169908641,2.881479747,0.40600967,0.684735495,NA,Trehalose-phosphatase,Trehalose
TRINITY_DN68022_c0_g1,5.871991571,1.386351131,3.416521212,0.405778582,0.684905297,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN33150_c0_g1,15.32812071,1.187544323,2.927850071,0.405602847,0.685034437,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN191123_c0_g1,10.67962316,0.980341397,2.430054218,0.403423672,0.686636575,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1299749_c0_g1,6.871410012,-1.187549185,2.945158487,-0.403220808,0.686785793,NA,Heat shock protein 9/12,Heat shock protein
TRINITY_DN54473_c0_g1,7.767036528,-1.221837936,3.032208858,-0.402953092,0.686982733,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN284222_c0_g1,69.00765749,1.290057914,3.210325125,0.4018465,0.687796998,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN72729_c0_g1,3.534432513,-1.481943376,3.69098291,-0.401503722,0.688049298,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1237_c7_g2,13.98979991,1.115227591,2.778168428,0.401425478,0.688106894,NA,Hsp70 protein,Heat shock protein
TRINITY_DN63193_c0_g1,5.38978669,-1.386174905,3.456269489,-0.401061002,0.688375212,NA,Hsp70 protein,Heat shock protein
TRINITY_DN28427_c0_g2,8.754851994,1.170591236,2.920306794,0.400845294,0.688534029,NA,Hsp70 protein,Heat shock protein
TRINITY_DN102790_c0_g1,9.266496049,-0.993690765,2.490598247,-0.398976738,0.689910344,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN71790_c0_g1,1.815405506,-1.705847615,4.282029349,-0.398373639,0.690354786,NA,Hsp70 protein,Heat shock protein
TRINITY_DN90403_c1_g1,1.815405506,-1.705847615,4.282029349,-0.398373639,0.690354786,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN413_c0_g1,1016.080687,0.871695145,2.188973038,0.398221051,0.69046725,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN12252_c1_g1,1.950915379,1.674852752,4.207911456,0.398024714,0.690611969,NA,Hsp90 protein,Heat shock protein
TRINITY_DN16862_c0_g2,3.285081536,1.341231409,3.380694714,0.396732483,0.691564744,NA,Hsp70 protein,Heat shock protein
TRINITY_DN43149_c0_g1,9.036258471,1.165087597,2.94132413,0.396109897,0.692023958,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN16802_c0_g1,4.700647596,1.392798468,3.523348811,0.395305303,0.692617586,NA,Hsp70 protein,Heat shock protein
TRINITY_DN985511_c0_g1,3.492337689,1.460258954,3.696238005,0.395066268,0.692793982,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN885264_c0_g1,5.002779688,1.373925774,3.485853524,0.394143289,0.693475252,NA,Hsp70 protein,Heat shock protein
TRINITY_DN301630_c0_g1,8.976311967,1.296901504,3.291579528,0.394005824,0.693576739,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN114883_c0_g1,8.806799613,-1.294013907,3.287327163,-0.393637093,0.693848992,NA,Hsp90 protein,Heat shock protein
TRINITY_DN913_c0_g1,82.24614539,-1.087581409,2.764055536,-0.393473067,0.693970113,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN22432_c0_g1,27.18865981,1.246377945,3.182647322,0.391616733,0.695341423,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN30630_c1_g1,7.4119337,1.132281759,2.893093313,0.391374089,0.695520742,NA,Hsp70 protein,Heat shock protein
TRINITY_DN7431_c0_g1,28.62714604,-0.933186973,2.385108039,-0.39125564,0.695608284,NA,Hsp70 protein,Heat shock protein
TRINITY_DN146695_c0_g1,5.335930803,-1.185508486,3.032765971,-0.390900088,0.695871089,NA,Hsp70 protein,Heat shock protein
TRINITY_DN64898_c0_g1,5.525631027,1.347972028,3.45413712,0.390248557,0.696352759,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN11248_c0_g1,69.00510055,0.848509824,2.180942689,0.389056451,0.697234387,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN19435_c0_g1,42.97838928,1.069861049,2.752640496,0.388667191,0.697522356,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN77336_c0_g1,5.194021183,1.225719329,3.154552825,0.388555652,0.697604879,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN731919_c0_g1,12.57004739,1.254249741,3.228104608,0.388540612,0.697616006,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN52768_c1_g1,27.67461363,1.042853559,2.685516828,0.388325088,0.697775474,NA,Universal stress protein family,Stress
TRINITY_DN114755_c0_g1,17.24349233,1.069094502,2.754851777,0.38807696,0.697959082,NA,Hsp70 protein,Heat shock protein
TRINITY_DN2932_c0_g1,17.13567104,-1.07057516,2.762420929,-0.387549612,0.698349363,NA,Hsp90 protein,Heat shock protein
TRINITY_DN432_c2_g1,24.4026669,-0.953168508,2.466294871,-0.386477918,0.699142753,NA,Hsp90 protein,Heat shock protein
TRINITY_DN220_c0_g1,64.03317604,0.836832162,2.166136901,0.386324688,0.699256219,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN32914_c0_g1,1.19302527,1.862311421,4.826220027,0.385873709,0.699590203,NA,Hsp70 protein,Heat shock protein
TRINITY_DN78562_c0_g1,3.485812085,-1.147157944,2.974166176,-0.385707414,0.699713371,NA,Hsp70 protein,Heat shock protein
TRINITY_DN25307_c1_g1,12.1975173,-1.246276615,3.232664345,-0.385526142,0.699847642,NA,Hsp70 protein,Heat shock protein
TRINITY_DN30968_c0_g1,12.57679189,-1.245790867,3.233938027,-0.3852241,0.700071389,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN20083_c0_g1,24.13989747,-1.226185391,3.18429549,-0.385072741,0.700183524,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN70171_c0_g1,12.27122646,1.245922572,3.238657213,0.38470344,0.700457146,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1355749_c0_g1,4.178667747,-1.375642077,3.580980127,-0.384152391,0.700865503,NA,Heat induced stress protein YflT domain,Stress
TRINITY_DN7807_c1_g1,65.96364353,0.937832489,2.444063333,0.383718571,0.701187047,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1383237_c0_g1,4.226310117,-1.205918309,3.142781639,-0.383710498,0.701193031,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN40651_c0_g1,19.37735063,0.914600038,2.385167665,0.383453143,0.701383806,NA,Hsp90 protein,Heat shock protein
TRINITY_DN63512_c0_g1,3.843302624,-1.386102037,3.624323999,-0.382444295,0.70213184,NA,Hsp70 protein,Heat shock protein
TRINITY_DN203947_c0_g1,12.41994885,1.23097285,3.22431034,0.381778651,0.702625556,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN146169_c0_g1,7.914583926,1.267914492,3.322574154,0.381606078,0.702753575,NA,Hsp70 protein,Heat shock protein
TRINITY_DN384_c0_g1,291.4563371,1.047837787,2.747707005,0.381349899,0.702943632,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN18517_c3_g1,5.487935076,1.049235056,2.760409116,0.380101286,0.703870231,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1355057_c0_g1,4.845437196,-1.171467726,3.083412309,-0.379925747,0.704000534,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1424_c0_g1,146.0703734,0.821761408,2.164181726,0.379709984,0.704160708,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN286877_c0_g1,15.68561125,1.071787653,2.822905256,0.37967539,0.704186391,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN365422_c0_g1,2.458569359,-1.505264932,3.968535636,-0.37929984,0.704465218,NA,Hsp70 protein,Heat shock protein
TRINITY_DN511860_c0_g1,2.458569359,-1.505264932,3.968535636,-0.37929984,0.704465218,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN4188_c0_g4,5.488601049,-1.151024678,3.036526954,-0.379059595,0.704643609,NA,Hsp70 protein,Heat shock protein
TRINITY_DN6108_c0_g2,13.95254808,0.903053991,2.386334563,0.378427235,0.705113239,NA,Heat shock protein 9/12,Heat shock protein
TRINITY_DN14649_c3_g1,8.473786879,0.967426708,2.558676959,0.378096463,0.705358936,NA,Hsp70 protein,Heat shock protein
TRINITY_DN16195_c0_g1,18.83591293,0.878873625,2.330601287,0.377101665,0.706098054,NA,Hsp70 protein,Heat shock protein
TRINITY_DN32250_c1_g1,72.73763802,0.818615613,2.171369111,0.377004356,0.706170368,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN10259_c0_g1,69.89259134,-0.814277902,2.16182067,-0.37666302,0.706424048,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN51364_c0_g1,4.875359068,-1.318327702,3.500604576,-0.376600005,0.706470884,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN8557_c0_g1,0.992960693,-1.824196802,4.849513077,-0.376160817,0.706797343,NA,Hsp70 protein,Heat shock protein
TRINITY_DN14124_c0_g3,5.862434663,-1.287086947,3.421662806,-0.376158324,0.706799196,NA,Hsp70 protein,Heat shock protein
TRINITY_DN45110_c0_g1,7.993528679,-1.092420522,2.914771181,-0.374787746,0.707818328,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN3625_c0_g1,52.12278914,0.836510471,2.232561872,0.374686356,0.707893741,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN897735_c0_g1,18.89327606,0.923429513,2.465138006,0.374595463,0.707961348,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN4458_c2_g1,7.956015867,-0.950901916,2.543233059,-0.373894918,0.708482498,NA,Hsp90 protein,Heat shock protein
TRINITY_DN78366_c1_g1,7.866189158,1.242836408,3.325738974,0.373702331,0.708625791,NA,Hsp70 protein,Heat shock protein
TRINITY_DN33893_c0_g1,7.959265934,0.945810173,2.533911942,0.373260869,0.708954297,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN3058_c0_g2,70.71418114,0.81038355,2.171383733,0.373210657,0.708991665,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN19693_c0_g1,16.34673644,0.931919952,2.499094725,0.372903013,0.70922063,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN39086_c0_g1,1.856856736,-1.586396558,4.257366321,-0.372623927,0.709428362,NA,Hsp70 protein,Heat shock protein
TRINITY_DN50144_c0_g1,1.856856736,-1.586396558,4.257366321,-0.372623927,0.709428362,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN908759_c0_g1,1.856856736,-1.586396558,4.257366321,-0.372623927,0.709428362,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN432_c0_g1,108.8743841,1.008116495,2.705690623,0.372591192,0.709452729,0.996840212,Hsp90 protein,Heat shock protein
TRINITY_DN1174_c0_g1,2.60763565,1.454348406,3.913866731,0.371588638,0.71019915,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN583060_c0_g1,2.60763565,1.454348406,3.913866731,0.371588638,0.71019915,NA,Hsp70 protein,Heat shock protein
TRINITY_DN73692_c0_g1,3.812212656,1.188741911,3.200125384,0.371467292,0.710289513,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1808_c0_g1,55.38015576,-0.809392947,2.182684342,-0.370824554,0.710768212,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN54072_c0_g1,4.208252066,1.166610538,3.149978129,0.370355123,0.711117907,NA,Universal stress protein family,Stress
TRINITY_DN14566_c1_g1,4.015298685,-1.065502219,2.882711307,-0.36961808,0.711667078,NA,Hsp70 protein,Heat shock protein
TRINITY_DN112397_c0_g1,5.844550315,1.101118413,2.981354358,0.369334967,0.711878065,NA,Hsp70 protein,Heat shock protein
